First_pokemon,Second_pokemon,Winner,Name_First,Type 1_First,Type 2_First,HP_First,Attack_First,Defense_First,Sp. Atk_First,Sp. Def_First,Speed_First,Generation_First,Legendary_First,Name_Second,Type 1_Second,Type 2_Second,HP_Second,Attack_Second,Defense_Second,Sp. Atk_Second,Sp. Def_Second,Speed_Second,Generation_Second,Legendary_Second
20,523,20,Mega Beedrill,Bug,Poison,65,150,40,15,80,145,1,False,Glaceon,Ice,,65,60,110,130,95,65,4,False
620,651,651,Crustle,Bug,Rock,70,95,125,65,75,45,5,False,Escavalier,Bug,Steel,70,135,105,60,105,20,5,False
481,726,481,Purugly,Normal,,71,82,64,64,59,112,4,False,Frogadier,Water,,54,63,52,83,56,97,6,False
368,190,368,Zangoose,Normal,,73,115,60,60,60,90,3,False,Togepi,Fairy,,35,20,65,40,65,20,2,False
99,194,99,Cloyster,Water,Ice,50,95,180,85,45,70,1,False,Mareep,Electric,,55,40,40,65,45,35,2,False
42,81,42,Clefable,Fairy,,95,70,73,95,90,60,1,False,Geodude,Rock,Ground,40,80,100,30,30,20,1,False
718,112,718,Genesect,Bug,Steel,71,120,95,120,95,99,5,False,Exeggutor,Grass,Psychic,95,95,85,125,65,55,1,False
362,233,362,Flygon,Ground,Dragon,80,100,80,80,80,100,3,False,Mega Heracross,Bug,Fighting,80,185,115,40,105,75,2,False
584,220,220,Roggenrola,Rock,,55,75,85,25,25,15,5,False,Pineco,Bug,,50,65,90,35,35,15,2,False
582,161,582,Blitzle,Electric,,45,60,32,50,32,76,5,False,Dragonair,Dragon,,61,84,65,70,70,70,1,False
773,2,773,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,False,Ivysaur,Grass,Poison,60,62,63,80,80,60,1,False
332,384,384,Lairon,Steel,Rock,60,90,140,50,50,40,3,False,Castform,Normal,,70,70,70,70,70,70,3,False
136,415,136,Magmar,Fire,,65,95,57,100,85,93,1,False,Regirock,Rock,,80,100,200,50,100,50,3,True
385,673,673,Kecleon,Normal,,60,90,70,60,120,40,3,False,Fraxure,Dragon,,66,117,70,40,50,67,5,False
454,607,607,Cranidos,Rock,,67,125,40,30,30,58,4,False,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,False
372,679,679,Barboach,Water,Ground,50,48,43,46,41,60,3,False,Accelgor,Bug,,80,70,40,100,60,145,5,False
710,390,710,Landorus Therian Forme,Ground,Flying,89,145,90,105,80,91,5,True,Dusclops,Ghost,,40,70,130,60,130,25,3,False
589,709,709,Drilbur,Ground,,60,85,40,30,45,68,5,False,Landorus Incarnate Forme,Ground,Flying,89,125,90,115,80,101,5,True
540,305,540,Azelf,Psychic,,75,125,70,125,70,115,4,True,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False
21,96,21,Pidgey,Normal,Flying,40,45,40,35,35,56,1,False,Grimer,Poison,,80,80,50,40,50,25,1,False
48,324,48,Golbat,Poison,Flying,75,80,70,65,75,90,1,False,Nosepass,Rock,,30,45,135,45,90,30,3,False
391,65,65,Tropius,Grass,Flying,99,68,83,72,87,51,3,False,Arcanine,Fire,,90,110,80,100,80,95,1,False
742,382,382,Gogoat,Grass,,123,100,62,97,81,68,6,False,Feebas,Water,,20,15,20,10,55,80,3,False
32,503,32,Raichu,Electric,,60,90,55,90,80,110,1,False,Drapion,Poison,Dark,70,90,110,60,75,95,4,False
98,395,98,Shellder,Water,,30,65,100,45,25,40,1,False,Wynaut,Psychic,,95,23,48,23,48,23,3,False
466,401,466,Buizel,Water,,55,65,35,60,30,85,4,False,Walrein,Ice,Water,110,80,90,95,90,65,3,False
198,115,115,Bellossom,Grass,,75,80,95,90,100,50,2,False,Hitmonlee,Fighting,,50,120,53,35,110,87,1,False
536,598,536,Fan Rotom,Electric,Flying,50,65,107,105,107,86,4,False,Seismitoad,Water,Ground,105,95,75,85,75,74,5,False
272,630,272,Celebi,Psychic,Grass,100,100,100,100,100,100,2,False,Trubbish,Poison,,50,50,62,40,62,65,5,False
696,393,393,Zweilous,Dark,Dragon,72,85,70,65,70,58,5,False,Absol,Dark,,65,130,60,75,60,75,3,False
499,359,499,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,4,False,Spinda,Normal,,60,60,60,60,60,60,3,False
554,669,554,Victini,Psychic,Fire,100,100,100,100,100,100,5,True,Litwick,Ghost,Fire,50,30,55,65,55,20,5,False
752,564,564,Aegislash Shield Forme,Steel,Ghost,60,50,150,50,150,60,6,False,Patrat,Normal,,45,55,39,35,39,42,5,False
793,544,544,Xerneas,Fairy,,126,131,95,131,98,99,6,True,Regigigas,Normal,,110,160,110,80,110,100,4,True
432,196,432,Deoxys Speed Forme,Psychic,,50,95,90,95,90,180,3,True,Ampharos,Electric,,90,75,85,115,90,55,2,False
428,1,428,Jirachi,Steel,Psychic,100,100,100,100,100,100,3,True,Bulbasaur,Grass,Poison,45,49,49,65,65,45,1,False
236,550,550,Ursaring,Normal,,90,130,75,75,75,55,2,False,Darkrai,Dark,,70,90,90,135,90,125,4,True
420,263,263,Latios,Dragon,Psychic,80,90,80,130,110,110,3,True,Raikou,Electric,,90,85,75,115,100,115,2,True
631,389,631,Garbodor,Poison,,80,95,82,60,82,75,5,False,Duskull,Ghost,,20,40,90,30,90,25,3,False
662,24,24,Klang,Steel,,60,80,95,70,85,50,5,False,Mega Pidgeot,Normal,Flying,83,80,80,135,80,121,1,False
579,357,357,Pidove,Normal,Flying,50,55,50,36,30,43,5,False,Spoink,Psychic,,60,25,35,70,80,60,3,False
635,608,608,Cinccino,Normal,,75,95,60,65,60,115,5,False,Whimsicott,Grass,Fairy,60,67,85,77,75,116,5,False
397,774,397,Glalie,Ice,,80,80,80,80,80,80,3,False,Carbink,Rock,Fairy,50,50,150,50,150,50,6,False
464,682,682,Vespiquen,Bug,Flying,70,80,102,80,102,40,4,False,Mienshao,Fighting,,65,125,60,95,60,105,5,False
271,70,70,Ho-oh,Fire,Flying,106,130,90,110,154,90,2,True,Kadabra,Psychic,,40,35,30,120,70,105,1,False
547,440,547,Cresselia,Psychic,,120,70,120,75,130,85,4,False,Prinplup,Water,,64,66,68,81,76,50,4,False
301,751,751,Swellow,Normal,Flying,60,85,60,50,50,125,3,False,Aegislash Blade Forme,Steel,Ghost,60,150,50,150,50,60,6,False
210,547,547,Wooper,Water,Ground,55,45,45,25,25,15,2,False,Cresselia,Psychic,,120,70,120,75,130,85,4,False
279,740,279,Blaziken,Fire,Fighting,80,120,70,110,70,80,3,False,Florges,Fairy,,78,65,68,112,154,75,6,False
779,657,657,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False,Joltik,Bug,Electric,50,47,50,57,50,65,5,False
554,605,554,Victini,Psychic,Fire,100,100,100,100,100,100,5,True,Whirlipede,Bug,Poison,40,55,99,40,79,47,5,False
41,276,276,Clefairy,Fairy,,70,45,48,60,65,35,1,False,Mega Sceptile,Grass,Dragon,70,110,75,145,85,145,3,False
259,660,259,Elekid,Electric,,45,63,37,65,55,95,2,False,Ferrothorn,Grass,Steel,74,94,131,54,116,20,5,False
666,118,666,Eelektross,Electric,,85,115,80,105,80,50,5,False,Koffing,Poison,,40,65,95,60,45,35,1,False
298,566,298,Nuzleaf,Grass,Dark,70,70,40,60,40,60,3,False,Lillipup,Normal,,45,60,45,25,45,55,5,False
414,566,414,Mega Metagross,Steel,Psychic,80,145,150,105,110,110,3,False,Lillipup,Normal,,45,60,45,25,45,55,5,False
389,98,98,Duskull,Ghost,,20,40,90,30,90,25,3,False,Shellder,Water,,30,65,100,45,25,40,1,False
168,54,168,Bayleef,Grass,,60,62,80,63,80,60,2,False,Venonat,Bug,Poison,60,55,50,40,55,45,1,False
37,769,37,Nidoqueen,Poison,Ground,90,92,87,75,85,76,1,False,Amaura,Rock,Ice,77,59,50,67,63,46,6,False
387,132,132,Banette,Ghost,,64,115,65,83,63,65,3,False,Mr. Mime,Psychic,Fairy,40,45,65,100,120,90,1,False
113,582,582,Cubone,Ground,,50,50,95,40,50,35,1,False,Blitzle,Electric,,45,60,32,50,32,76,5,False
550,703,550,Darkrai,Dark,,70,90,90,135,90,125,4,True,Tornadus Incarnate Forme,Flying,,79,115,70,125,80,111,5,True
172,117,172,Typhlosion,Fire,,78,84,78,109,85,100,2,False,Lickitung,Normal,,90,55,75,60,75,30,1,False
163,577,163,Mewtwo,Psychic,,106,110,90,154,90,130,1,True,Munna,Psychic,,76,25,45,67,55,24,5,False
94,587,587,Seel,Water,,65,45,55,45,70,45,1,False,Woobat,Psychic,Flying,55,45,43,55,43,72,5,False
697,629,629,Hydreigon,Dark,Dragon,92,105,90,125,90,98,5,False,Archeops,Rock,Flying,75,140,65,112,65,110,5,False
733,743,743,Scatterbug,Bug,,38,35,40,27,25,35,6,False,Pancham,Fighting,,67,82,62,46,48,43,6,False
462,199,462,Mothim,Bug,Flying,70,94,50,94,50,66,4,False,Marill,Water,Fairy,70,20,50,20,50,40,2,False
530,19,19,Dusknoir,Ghost,,45,100,135,65,135,45,4,False,Beedrill,Bug,Poison,65,90,40,45,80,75,1,False
22,411,22,Pidgeotto,Normal,Flying,63,60,55,50,50,71,1,False,Beldum,Steel,Psychic,40,55,80,35,60,30,3,False
649,656,649,Emolga,Electric,Flying,55,75,60,75,60,103,5,False,Alomomola,Water,,165,75,80,40,45,65,5,False
768,548,548,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,6,False,Phione,Water,,80,80,80,80,80,80,4,False
531,748,531,Froslass,Ice,Ghost,70,80,70,80,70,110,4,False,Meowstic Female,Psychic,,74,48,76,83,81,104,6,False
217,538,538,Unown,Psychic,,48,72,48,72,48,48,2,False,Uxie,Psychic,,75,75,130,75,130,95,4,True
711,289,711,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,True,Wurmple,Bug,,45,45,35,20,30,20,3,False
473,458,473,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,False,Burmy,Bug,,40,29,45,29,45,36,4,False
318,552,552,Whismur,Normal,,64,51,23,51,23,28,3,False,Shaymin Sky Forme,Grass,Flying,100,103,75,120,75,127,4,True
644,576,576,Vanillite,Ice,,36,50,50,65,60,44,5,False,Simipour,Water,,75,98,63,98,63,101,5,False
179,236,179,Noctowl,Normal,Flying,100,50,50,76,96,70,2,False,Ursaring,Normal,,90,130,75,75,75,55,2,False
567,309,309,Herdier,Normal,,65,80,65,35,65,60,5,False,Masquerain,Bug,Flying,70,60,62,80,82,60,3,False
447,412,412,Kricketot,Bug,,37,25,41,25,41,25,4,False,Metang,Steel,Psychic,60,75,100,55,80,50,3,False
15,304,304,Metapod,Bug,,50,20,55,25,25,30,1,False,Ralts,Psychic,Fairy,28,25,25,45,35,40,3,False
613,207,613,Krokorok,Ground,Dark,60,82,45,45,45,74,5,False,Sunkern,Grass,,30,30,30,30,30,30,2,False
126,27,27,Horsea,Water,,30,40,70,70,25,60,1,False,Spearow,Normal,Flying,40,60,30,31,31,70,1,False
38,335,335,Nidoran♂,Poison,,46,57,40,40,40,50,1,False,Meditite,Fighting,Psychic,30,40,55,40,55,60,3,False
364,694,694,Cacturne,Grass,Dark,70,115,60,115,60,55,3,False,Durant,Bug,Steel,58,109,112,48,48,109,5,False
556,454,556,Servine,Grass,,60,60,75,60,75,83,5,False,Cranidos,Rock,,67,125,40,30,30,58,4,False
679,718,679,Accelgor,Bug,,80,70,40,100,60,145,5,False,Genesect,Bug,Steel,71,120,95,120,95,99,5,False
3,483,3,Venusaur,Grass,Poison,80,82,83,100,100,80,1,False,Stunky,Poison,Dark,63,63,47,41,41,74,4,False
13,779,13,Mega Blastoise,Water,,79,103,120,135,115,78,1,False,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False
146,564,146,Vaporeon,Water,,130,65,60,110,95,65,1,False,Patrat,Normal,,45,55,39,35,39,42,5,False
636,47,47,Gothita,Psychic,,45,30,50,55,65,45,5,False,Zubat,Poison,Flying,40,45,35,30,40,55,1,False
513,436,513,Weavile,Dark,Ice,70,120,65,45,85,125,4,False,Chimchar,Fire,,44,58,44,58,44,61,4,False
122,421,421,Chansey,Normal,,250,5,5,35,105,50,1,False,Mega Latios,Dragon,Psychic,80,130,100,160,120,110,3,True
704,606,704,Tornadus Therian Forme,Flying,,79,100,80,110,90,121,5,True,Scolipede,Bug,Poison,60,100,89,55,69,112,5,False
231,346,346,Shuckle,Bug,Rock,20,10,230,10,230,5,2,False,Gulpin,Poison,,70,43,53,43,53,40,3,False
558,261,261,Tepig,Fire,,65,63,45,45,45,45,5,False,Miltank,Normal,,95,80,105,40,70,100,2,False
413,477,477,Metagross,Steel,Psychic,80,135,130,95,90,70,3,False,Mega Lopunny,Normal,Fighting,65,136,94,54,96,135,4,False
379,40,40,Cradily,Rock,Grass,86,81,97,81,107,43,3,False,Nidoking,Poison,Ground,81,102,77,85,75,85,1,False
790,133,133,Avalugg,Ice,,95,117,184,44,46,28,6,False,Scyther,Bug,Flying,70,110,80,55,80,105,1,False
34,682,682,Sandslash,Ground,,75,100,110,45,55,65,1,False,Mienshao,Fighting,,65,125,60,95,60,105,5,False
566,285,566,Lillipup,Normal,,45,60,45,25,45,55,5,False,Poochyena,Dark,,35,55,35,30,30,35,3,False
241,193,193,Corsola,Water,Rock,55,55,85,65,85,35,2,False,Xatu,Psychic,Flying,65,75,70,95,70,95,2,False
40,792,792,Nidoking,Poison,Ground,81,102,77,85,75,85,1,False,Noivern,Flying,Dragon,85,70,80,97,80,123,6,False
486,322,322,Bronzong,Steel,Psychic,67,89,116,79,116,33,4,False,Hariyama,Fighting,,144,120,60,40,60,50,3,False
795,23,23,Zygarde Half Forme,Dragon,Ground,108,100,121,81,95,95,6,True,Pidgeot,Normal,Flying,83,80,75,70,70,101,1,False
653,463,463,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,False,Combee,Bug,Flying,30,30,42,30,42,70,4,False
401,331,401,Walrein,Ice,Water,110,80,90,95,90,65,3,False,Aron,Steel,Rock,50,70,100,40,40,30,3,False
397,60,397,Glalie,Ice,,80,80,80,80,80,80,3,False,Psyduck,Water,,50,52,48,65,50,55,1,False
89,235,89,Magnemite,Electric,Steel,25,35,70,95,55,45,1,False,Teddiursa,Normal,,60,80,50,50,50,40,2,False
221,220,221,Forretress,Bug,Steel,75,90,140,60,60,40,2,False,Pineco,Bug,,50,65,90,35,35,15,2,False
41,685,685,Clefairy,Fairy,,70,45,48,60,65,35,1,False,Golurk,Ground,Ghost,89,124,80,55,80,55,5,False
549,114,549,Manaphy,Water,,100,100,100,100,100,100,4,False,Marowak,Ground,,60,80,110,50,80,45,1,False
360,225,225,Trapinch,Ground,,45,100,45,45,45,10,3,False,Mega Steelix,Steel,Ground,75,125,230,55,95,30,2,False
422,83,422,Kyogre,Water,,100,100,90,150,140,90,3,True,Golem,Rock,Ground,80,120,130,55,65,45,1,False
283,323,283,Swampert,Water,Ground,100,110,90,85,90,60,3,False,Azurill,Normal,Fairy,50,20,40,20,40,20,3,False
549,760,549,Manaphy,Water,,100,100,100,100,100,100,4,False,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False
301,149,301,Swellow,Normal,Flying,60,85,60,50,50,125,3,False,Porygon,Normal,,65,60,70,85,75,40,1,False
452,521,521,Budew,Grass,Poison,40,30,35,50,70,55,4,False,Yanmega,Bug,Flying,86,76,86,116,56,95,4,False
698,634,634,Larvesta,Bug,Fire,55,85,55,50,55,60,5,False,Minccino,Normal,,55,50,40,40,40,75,5,False
347,34,34,Swalot,Poison,,100,73,83,73,83,55,3,False,Sandslash,Ground,,75,100,110,45,55,65,1,False
304,411,304,Ralts,Psychic,Fairy,28,25,25,45,35,40,3,False,Beldum,Steel,Psychic,40,55,80,35,60,30,3,False
610,282,610,Lilligant,Grass,,70,60,75,110,75,90,5,False,Marshtomp,Water,Ground,70,85,70,60,70,50,3,False
727,709,727,Greninja,Water,Dark,72,95,67,103,71,122,6,False,Landorus Incarnate Forme,Ground,Flying,89,125,90,115,80,101,5,True
305,772,772,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False
382,711,711,Feebas,Water,,20,15,20,10,55,80,3,False,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,True
99,165,165,Cloyster,Water,Ice,50,95,180,85,45,70,1,False,Mega Mewtwo Y,Psychic,,106,150,70,194,120,140,1,True
488,286,286,Mime Jr.,Psychic,Fairy,20,25,45,70,90,60,4,False,Mightyena,Dark,,70,90,70,60,60,70,3,False
22,194,22,Pidgeotto,Normal,Flying,63,60,55,50,50,71,1,False,Mareep,Electric,,55,40,40,65,45,35,2,False
164,434,164,Mega Mewtwo X,Psychic,Fighting,106,190,100,154,100,130,1,True,Grotle,Grass,,75,89,85,55,65,36,4,False
595,376,376,Conkeldurr,Fighting,,105,140,95,55,65,45,5,False,Baltoy,Ground,Psychic,40,40,55,40,70,55,3,False
772,169,772,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False,Meganium,Grass,,80,82,100,83,100,80,2,False
38,161,161,Nidoran♂,Poison,,46,57,40,40,40,50,1,False,Dragonair,Dragon,,61,84,65,70,70,70,1,False
356,144,144,Torkoal,Fire,,70,85,140,85,70,20,3,False,Ditto,Normal,,48,48,48,48,48,48,1,False
77,590,590,Weepinbell,Grass,Poison,65,90,50,85,45,55,1,False,Excadrill,Ground,Steel,110,135,60,50,65,88,5,False
141,520,141,Gyarados,Water,Flying,95,125,79,60,100,81,1,False,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,False
329,507,507,Mawile,Steel,Fairy,50,85,85,55,55,50,3,False,Finneon,Water,,49,49,56,49,61,66,4,False
434,549,549,Grotle,Grass,,75,89,85,55,65,36,4,False,Manaphy,Water,,100,100,100,100,100,100,4,False
759,498,498,Binacle,Rock,Water,42,52,67,39,56,50,6,False,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False
304,456,304,Ralts,Psychic,Fairy,28,25,25,45,35,40,3,False,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False
642,255,255,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,Smeargle,Normal,,55,20,35,20,45,75,2,False
653,636,636,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,False,Gothita,Psychic,,45,30,50,55,65,45,5,False
338,173,338,Electrike,Electric,,40,45,40,65,40,65,3,False,Totodile,Water,,50,65,64,44,48,43,2,False
446,362,362,Bibarel,Normal,Water,79,85,60,55,60,71,4,False,Flygon,Ground,Dragon,80,100,80,80,80,100,3,False
619,218,619,Dwebble,Bug,Rock,50,65,85,35,35,55,5,False,Wobbuffet,Psychic,,190,33,58,33,58,33,2,False
266,623,623,Larvitar,Rock,Ground,50,64,50,45,50,41,2,False,Sigilyph,Psychic,Flying,72,58,80,103,80,97,5,False
729,93,93,Diggersby,Normal,Ground,85,56,77,50,77,78,6,False,Dodrio,Normal,Flying,60,110,70,60,60,100,1,False
203,345,345,Hoppip,Grass,Flying,35,35,40,35,55,50,2,False,Roselia,Grass,Poison,50,60,45,100,80,65,3,False
340,166,340,Mega Manectric,Electric,,70,75,80,135,80,135,3,False,Mew,Psychic,,100,100,100,100,100,100,1,False
789,458,458,Bergmite,Ice,,55,69,85,32,35,28,6,False,Burmy,Bug,,40,29,45,29,45,36,4,False
513,498,513,Weavile,Dark,Ice,70,120,65,45,85,125,4,False,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False
746,221,746,Espurr,Psychic,,62,48,54,63,60,68,6,False,Forretress,Bug,Steel,75,90,140,60,60,40,2,False
588,767,588,Swoobat,Psychic,Flying,67,57,55,77,55,114,5,False,Tyrunt,Rock,Dragon,58,89,77,45,45,48,6,False
552,733,552,Shaymin Sky Forme,Grass,Flying,100,103,75,120,75,127,4,True,Scatterbug,Bug,,38,35,40,27,25,35,6,False
615,243,615,Darumaka,Fire,,70,90,45,15,45,50,5,False,Octillery,Water,,75,105,75,105,75,45,2,False
578,191,191,Musharna,Psychic,,116,55,85,107,95,29,5,False,Togetic,Fairy,Flying,55,40,85,80,105,40,2,False
152,354,152,Kabuto,Rock,Water,30,80,90,55,45,55,1,False,Camerupt,Fire,Ground,70,100,70,105,75,40,3,False
526,53,526,Porygon-Z,Normal,,85,80,70,135,75,90,4,False,Parasect,Bug,Grass,60,95,80,60,80,30,1,False
481,598,481,Purugly,Normal,,71,82,64,64,59,112,4,False,Seismitoad,Water,Ground,105,95,75,85,75,74,5,False
658,362,362,Galvantula,Bug,Electric,70,77,60,97,60,108,5,False,Flygon,Ground,Dragon,80,100,80,80,80,100,3,False
361,612,361,Vibrava,Ground,Dragon,50,70,50,50,50,70,3,False,Sandile,Ground,Dark,50,72,35,35,35,65,5,False
174,481,481,Croconaw,Water,,65,80,80,59,63,58,2,False,Purugly,Normal,,71,82,64,64,59,112,4,False
380,743,380,Anorith,Rock,Bug,45,95,50,40,50,75,3,False,Pancham,Fighting,,67,82,62,46,48,43,6,False
212,390,212,Espeon,Psychic,,65,65,60,130,95,110,2,False,Dusclops,Ghost,,40,70,130,60,130,25,3,False
730,338,338,Fletchling,Normal,Flying,45,50,43,40,38,62,6,False,Electrike,Electric,,40,45,40,65,40,65,3,False
404,780,780,Gorebyss,Water,,55,84,105,114,75,52,3,False,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,False
169,748,748,Meganium,Grass,,80,82,100,83,100,80,2,False,Meowstic Female,Psychic,,74,48,76,83,81,104,6,False
686,27,27,Pawniard,Dark,Steel,45,85,70,40,40,60,5,False,Spearow,Normal,Flying,40,60,30,31,31,70,1,False
360,356,356,Trapinch,Ground,,45,100,45,45,45,10,3,False,Torkoal,Fire,,70,85,140,85,70,20,3,False
190,116,116,Togepi,Fairy,,35,20,65,40,65,20,2,False,Hitmonchan,Fighting,,50,105,79,35,110,76,1,False
163,345,163,Mewtwo,Psychic,,106,110,90,154,90,130,1,True,Roselia,Grass,Poison,50,60,45,100,80,65,3,False
394,395,394,Mega Absol,Dark,,65,150,60,115,60,115,3,False,Wynaut,Psychic,,95,23,48,23,48,23,3,False
473,308,473,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,False,Surskit,Bug,Water,40,30,32,50,52,65,3,False
284,619,284,Mega Swampert,Water,Ground,100,150,110,95,110,70,3,False,Dwebble,Bug,Rock,50,65,85,35,35,55,5,False
121,392,392,Rhydon,Ground,Rock,105,130,120,45,45,40,1,False,Chimecho,Psychic,,65,50,70,95,80,65,3,False
558,748,748,Tepig,Fire,,65,63,45,45,45,45,5,False,Meowstic Female,Psychic,,74,48,76,83,81,104,6,False
311,48,48,Breloom,Grass,Fighting,60,130,80,60,60,70,3,False,Golbat,Poison,Flying,75,80,70,65,75,90,1,False
2,510,2,Ivysaur,Grass,Poison,60,62,63,80,80,60,1,False,Snover,Grass,Ice,60,62,50,62,60,40,4,False
627,257,257,Carracosta,Water,Rock,74,108,133,83,65,32,5,False,Hitmontop,Fighting,,50,95,95,35,110,70,2,False
734,70,70,Spewpa,Bug,,45,22,60,27,30,29,6,False,Kadabra,Psychic,,40,35,30,120,70,105,1,False
333,587,333,Aggron,Steel,Rock,70,110,180,60,60,50,3,False,Woobat,Psychic,Flying,55,45,43,55,43,72,5,False
128,756,756,Goldeen,Water,,45,67,60,35,50,63,1,False,Slurpuff,Fairy,,82,80,86,85,75,72,6,False
55,285,55,Venomoth,Bug,Poison,70,65,60,90,75,90,1,False,Poochyena,Dark,,35,55,35,30,30,35,3,False
431,261,261,Deoxys Defense Forme,Psychic,,50,70,160,70,160,90,3,True,Miltank,Normal,,95,80,105,40,70,100,2,False
182,447,182,Spinarak,Bug,Poison,40,60,40,40,40,30,2,False,Kricketot,Bug,,37,25,41,25,41,25,4,False
737,333,333,Pyroar,Fire,Normal,86,68,72,109,66,106,6,False,Aggron,Steel,Rock,70,110,180,60,60,50,3,False
787,418,418,Gourgeist Large Size,Ghost,Grass,75,95,122,58,75,69,6,False,Latias,Dragon,Psychic,80,80,90,110,130,110,3,True
597,561,597,Palpitoad,Water,Ground,75,65,55,65,55,69,5,False,Oshawott,Water,,55,55,45,63,45,45,5,False
196,438,438,Ampharos,Electric,,90,75,85,115,90,55,2,False,Infernape,Fire,Fighting,76,104,71,104,71,108,4,False
113,117,113,Cubone,Ground,,50,50,95,40,50,35,1,False,Lickitung,Normal,,90,55,75,60,75,30,1,False
771,571,571,Sylveon,Fairy,,95,65,65,110,130,60,6,False,Pansage,Grass,,50,53,48,53,48,64,5,False
523,300,300,Glaceon,Ice,,65,60,110,130,95,65,4,False,Taillow,Normal,Flying,40,55,30,30,30,85,3,False
138,589,138,Mega Pinsir,Bug,Flying,65,155,120,65,90,105,1,False,Drilbur,Ground,,60,85,40,30,45,68,5,False
454,788,454,Cranidos,Rock,,67,125,40,30,30,58,4,False,Gourgeist Super Size,Ghost,Grass,85,100,122,58,75,54,6,False
519,541,541,Magmortar,Fire,,75,95,67,125,95,83,4,False,Dialga,Steel,Dragon,100,120,120,150,100,90,4,True
729,270,270,Diggersby,Normal,Ground,85,56,77,50,77,78,6,False,Lugia,Psychic,Flying,106,90,130,90,154,110,2,True
175,333,175,Feraligatr,Water,,85,105,100,79,83,78,2,False,Aggron,Steel,Rock,70,110,180,60,60,50,3,False
396,245,245,Snorunt,Ice,,50,50,50,50,50,50,3,False,Mantine,Water,Flying,65,40,70,80,140,70,2,False
48,540,540,Golbat,Poison,Flying,75,80,70,65,75,90,1,False,Azelf,Psychic,,75,125,70,125,70,115,4,True
331,24,24,Aron,Steel,Rock,50,70,100,40,40,30,3,False,Mega Pidgeot,Normal,Flying,83,80,80,135,80,121,1,False
568,465,465,Stoutland,Normal,,85,110,90,45,90,80,5,False,Pachirisu,Electric,,60,45,70,45,90,95,4,False
584,560,560,Roggenrola,Rock,,55,75,85,25,25,15,5,False,Emboar,Fire,Fighting,110,123,65,100,65,65,5,False
511,460,511,Abomasnow,Grass,Ice,90,92,75,92,85,60,4,False,Wormadam Sandy Cloak,Bug,Ground,60,79,105,59,85,36,4,False
88,65,65,Mega Slowbro,Water,Psychic,95,75,180,130,80,30,1,False,Arcanine,Fire,,90,110,80,100,80,95,1,False
382,562,562,Feebas,Water,,20,15,20,10,55,80,3,False,Dewott,Water,,75,75,60,83,60,60,5,False
672,214,214,Axew,Dragon,,46,87,60,30,40,57,5,False,Murkrow,Dark,Flying,60,85,42,85,42,91,2,False
176,469,469,Sentret,Normal,,35,46,34,35,45,20,2,False,Cherrim,Grass,,70,60,70,87,78,85,4,False
438,214,438,Infernape,Fire,Fighting,76,104,71,104,71,108,4,False,Murkrow,Dark,Flying,60,85,42,85,42,91,2,False
300,36,300,Taillow,Normal,Flying,40,55,30,30,30,85,3,False,Nidorina,Poison,,70,62,67,55,55,56,1,False
425,798,425,Primal Groudon,Ground,Fire,100,180,160,150,90,90,3,True,Hoopa Confined,Psychic,Ghost,80,110,60,150,130,70,6,True
773,64,773,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,False,Growlithe,Fire,,55,70,45,70,50,60,1,False
317,220,317,Shedinja,Bug,Ghost,1,90,45,30,30,40,3,False,Pineco,Bug,,50,65,90,35,35,15,2,False
423,455,423,Primal Kyogre,Water,,100,150,90,180,160,90,3,True,Rampardos,Rock,,97,165,60,65,50,58,4,False
574,772,772,Simisear,Fire,,75,98,63,98,63,101,5,False,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False
148,712,712,Flareon,Fire,,65,130,60,95,110,65,1,False,Kyurem Black Kyurem,Dragon,Ice,125,170,100,120,90,95,5,True
